cast,revenue,castPower
Sara_Forestier,863.11,863.11
Elizabeth_Mazev,3925.54,3925.54
Christophe_Meynet,5031.36,5031.36
Kuei_Ya-Lei,208500.32,208500.32
Sihung_Lung,217755.3,217755.3
May_Chin,227717.03,227717.03
Winston_Chao,421376.53,421376.53
Mitchell_Lichtenstein,486215.55,486215.55
Dion_Birney,797416.42,797416.42
Ang_Lee,3597443.53,3597443.53
Gaëlle_Cohen,185951.74,185951.74
Maurice_Barthélemy,284859.93,284859.93
Alain_Chabat,1281994.45 332144.34,807069.4
Brian_Haley,1079953.6,1079953.6
Dragoș_Bucur,153.86 104.34,129.1
Maria_Popistasu,269.19,269.19
Mimi_Branescu,735.79,735.79
Victor_Rebengiuc,924.07 6974.65,3949.36
Mirela_Oprisor,9134.76,9134.76
Ioana_Blaj,9448.33,9448.33
Marina_Zudina,0.0,0.0
Fay_Ripley,0.01,0.01
Evan_Richards,0.02,0.02
Igor_Volkov,0.04,0.04
Sergei_Karlenkov,0.04,0.04
Aleksandr_Pyatkov,0.05,0.05
Nikolai_Pastukhov,0.09,0.09
Aleksandr_Bureyev,0.09,0.09
Yuriy_Sherstnyov,0.1,0.1
Denis_Karasyov,0.14,0.14
Olga_Tolstetskaya,0.18,0.18
Oleg_Yankovskiy,0.19 895572.76,447786.47
Amber_Savva,43.05,43.05
Kelly_Brook,1656.57,1656.57
Alki_David,2108.44,2108.44
Olivia_Grant,5406.93,5406.93
Francis_Ng,90126.23,90126.23
Louis_Koo,673857.03 697749.98,685803.51
Nick_Cheung,5183387.88,5183387.88
Charmaine_Sheh,6400009.88,6400009.88
Hui_Siu-Hung,6626067.85,6626067.85
Jade_Leung,6637467.62,6637467.62
Zhang_Huiwen,10432433.03 38345819.76,24389126.39
Rebecca_Zhu,14269485.72,14269485.72
Kiều_Chinh,20001.58,20001.58
Diem_Lien,74701.91,74701.91
Jayvee_Mai_The_Hiep,83482.75,83482.75
Khanh_Doan,91476.14,91476.14
Cat_Ly,94930.57,94930.57
Nguyen_Thai_Nguyen,118766.3,118766.3
Tere_Morris,124450.33,124450.33
Olivia_d'Abo,4061.88 676162.57 7588043.44,2756089.3
Chris_Eigeman,9793.35,9793.35
Jason_Wiles,15331.52 1992763.93,1004047.72
Samuel_Gould,18257.85,18257.85
Jonathan_Baumbach,24230.58,24230.58
Peter_Czernin,24655.61,24655.61
Noah_Baumbach,32195.29,32195.29
John_Lehr,170698.97,170698.97
Donna_Murphy,2187809.18,2187809.18
Sheena_Colette,6026824.26,6026824.26
Jennifer_Kim,9793847.09,9793847.09
Shane_Jacobson,12438823.24 527352.39 805282.2,4590485.94
Robert_Christopher_Riley,12711295.7,12711295.7
Lou_Veloso,13061200.6,13061200.6
Ruby_Ruiz,14177992.71,14177992.71
Madeleine_Nicolas,16369835.53,16369835.53
Antonette_Garcia,17530379.43,17530379.43
Joel_Torre,19526312.95,19526312.95
John_Arcilla,19909470.02,19909470.02
Faye_Yvette_McQueen,23762992.43,23762992.43
Rachel_Black,28044217.79 6769160.62,17406689.2
Ernest_Torrence,15851.61,15851.61
Frank_Currier,17822.76,17822.76
Dan_Wolheim,20440.45,20440.45
Duke_Martin,73476.12,73476.12
Edward_Connelly,84849.98 0.18,42425.08
Jim_Mason,94674.63 22662.93,58668.78
Anna_May_Wong,99535.7 14626.22,57080.96
Stanley_Fields,169257.0,169257.0
Tony_Jaa,3835865.11,3835865.11
Gal_Gadot,6179644.46 1055511.39 18006.41,2417720.75
Ali_Fazal,11748352.45,11748352.45
Miller_Kimsey,12686785.54,12686785.54
Charlie_Kimsey,12914581.34,12914581.34
Eden_Estrella,14584625.23,14584625.23
Gentry_White,14594936.01,14594936.01
Iggy_Azalea,16039342.11,16039342.11
Levy_Tran,19189473.18,19189473.18
Anna_Colwell,20392000.8 2519074.31 2386642.28,8432572.46
Viktor_Hernandez,20549425.83,20549425.83
J.J._Phillips,31946911.23,31946911.23
Jorge_Ferragut,33437601.96,33437601.96
Sara_Sohn,35112389.07,35112389.07
D.J._Hapa,39312847.55,39312847.55
T-Pain,42043275.83,42043275.83
Romeo_Santos,44462347.73,44462347.73
Jocelin_Donahue,52216458.69 495950.51,26356204.6
Stephanie_Langston,55310367.6,55310367.6
Jorge-Luis_Pallo,61725295.77,61725295.77
Don_Omar,77067069.3 1303051.66,39185060.48
Klement_Tinaj,78759446.46,78759446.46
Caleb_Walker,149468204.04,149468204.04
Cody_Walker,155583258.54,155583258.54
Liam_Dunn,1890201.78 5515938.32,3703070.05
John_Hillerman,2965205.5,2965205.5
Alex_Karras,3459116.5 456647.85,1957882.18
David_Huddleston,3558544.71 5981760.21 1102321.23,3547542.05
Carol_Arthur,4402423.03,4402423.03
Richard_Collier,4914362.4,4914362.4
Charles_McGregor,5113952.75,5113952.75
Don_Megowan,5150117.62,5150117.62
Count_Basie,5586578.79 932159.8,3259369.29
Karl_Lukas,5632712.77,5632712.77
Robyn_Hilton,6442620.05,6442620.05
Rodney_Allen_Rippy,9805025.64,9805025.64
Jackie_Coogan,3047.19,3047.19
Edna_Purviance,4546.53,4546.53
Albert_Austin,5351.85,5351.85
Beulah_Bains,5956.49,5956.49
Carl_Miller,6381.04,6381.04
Kitty_Bradbury,12910.28,12910.28
Nellie_Bly_Baker,13468.29,13468.29
F._Blinn,14642.89,14642.89
Frances_Cochran,17772.16,17772.16
Frank_Campeau,19694.31,19694.31
Bliss_Chevalier,31639.85,31639.85
Elsie_Codd,32160.99,32160.99
Jack_Coogan_Sr.,35419.0,35419.0
Estelle_Cook,40995.93,40995.93
Dan_Dillon,55710.22,55710.22
Philip_D'Oench,56243.27,56243.27
Lillian_Crane,68895.46,68895.46
Robert_Dunbar,74687.99,74687.99
Sadie_Gordon,81500.83,81500.83
Lita_Grey,82464.19,82464.19
Jules_Hanft,88706.76,88706.76
Kathleen_Kay,96513.45,96513.45
Raymond_Lee,99678.96,99678.96
Clyde_McAtee,102658.79,102658.79
John_McKinnon,104391.87,104391.87
Lew_Parker,113448.03,113448.03
Esther_Ralston,113483.59,113483.59
Granville_Redmond,115741.64,115741.64
Charles_Reisner,122557.06,122557.06
Edgar_Sherrod,174158.4,174158.4
S.D._Wilcox,261064.42,261064.42
Sessue_Hayakawa,496698.98,496698.98
James_Donald,668124.97,668124.97
Geoffrey_Horne,691169.92,691169.92
Peter_Williams,1486067.05,1486067.05
John_Boxer,1507867.62 1357912.88,1432890.25
Harold_Goodwin,2558359.89 217041.65 394748.68,1056716.74
Ann_Sears,2572129.1,2572129.1
Heihachirô_Ôkawa,3953077.94,3953077.94
Keiichirô_Katsumoto,4713534.33,4713534.33
Vilaiwan_Seeboonreaung,5032478.2,5032478.2
Lucrezia_Phantazia,255732.59,255732.59
Soraya_Omar-Scego,270267.29,270267.29
Anna_Hilgedieck,293092.4,293092.4
Matthew_Alexander_Kaufman,457092.59,457092.59
Prashant_Prabhakar,495833.69,495833.69
Tim_Seyfi,679581.87,679581.87
Teresa_Churcher,722010.14 122368.72 6335902.31,2393427.06
William_de_Coverly,794755.33 338007.71,566381.52
Nick_Raio,795327.37,795327.37
Safa_Idriss_Nour,1183977.5,1183977.5
Nigel_Betts,1513277.92,1513277.92
Eckart_Friz,2116474.24,2116474.24
Michele_Thevenet,2869659.27,2869659.27
Priyanshu_Chatterjee,17417.18,17417.18
Himanshu_Malik,37631.1,37631.1
Sandali_Sinha,142847.51,142847.51
Raqesh_Vashisth,198647.61,198647.61
Navneet_Nishan,396597.18,396597.18
Rajesh_Khera,491936.55,491936.55
T._K._Carter,339436.46 2662444.58 65959.99,1022613.68
Roger_Rose,1707922.86,1707922.86
Ethan_Cutkosky,2430488.44 16389282.94,9409885.69
C.S._Lee,8794232.58,8794232.58
Rhys_Coiro,16419281.98,16419281.98
Justin_Gross,242514.93,242514.93
Nan_McNamara,1025275.12,1025275.12
Nolan_North,1026965.26 241442.39,634203.82
Andre_Ware,1062692.09,1062692.09
Brock_Pierce,253558.62,253558.62
David_Hart,260557.69,260557.69
Scott_Patterson,282712.46,282712.46
Michael_Laskin,286423.64,286423.64
Bill_Mumy,532426.64 1112787.75,822607.2
Michael_Wong,1792076.57,1792076.57
Paul_Hipp,304409.57,304409.57
Logan_Shea,505526.89,505526.89
Debra_Mooney,675552.21 11881087.59,6278319.9
John_Pinette,852576.45 398198.97,625387.71
Stephanie_Danielson,1459036.11,1459036.11
Michelle_Maniscalco,2314822.89,2314822.89
Shim_Hyung-Rae,3584592.77,3584592.77
Matthew_J._Cates,4611099.35,4611099.35
Jonathan_Hyde,755132.03,755132.03
Adam_Hann-Byrd,2810222.2,2810222.2
Laura_Bell_Bundy,3880432.89 15983650.06,9932041.47
Gillian_Barber,4963547.68,4963547.68
Brandon_Obray,6684420.89,6684420.89
Cyrus_Thiedeke,6718865.79,6718865.79
Gary_Joseph_Thorup,7240936.66,7240936.66
Leonard_Zola,7434041.59,7434041.59
Lloyd_Berry,9558432.85 1546.52,4779989.68
Darryl_Henriques,13787268.91 1996213.24,7891741.08
Robyn_Driscoll,14878675.6,14878675.6
Sarah_Gilson,24512983.78,24512983.78
Florica_Vlad,25221728.85,25221728.85
June_Lion,37941599.6,37941599.6
Brenda_Lockmuller,42805349.3,42805349.3
Owen_Teague,2957.04,2957.04
Clark_Sarullo,3267.33,3267.33
Erin_Elizabeth_Burns,4927.62,4927.62
Alex_ter_Avest,6039.95,6039.95
Catherine_Dyer,8479.28 212084.27,110281.77
Griffin_Freeman,10440.65 23389.47,16915.06
Ethan_Andrew_Casto,12847.28,12847.28
Mark_Ashworth,13915.79 2264134.72,1139025.26
Gaby_Leyner,15130.06,15130.06
Frederick_C._Johnson_Jr.,20547.44,20547.44
Mandi_Christine_Kerr,26605.22,26605.22
Brian_Boland,28327.57 12294994.85,6161661.21
Alexis_Humphrey,29850.61,29850.61
John_Ross,30061.5 120055.0,75058.25
Tony_McFarr,33073.36,33073.36
Maya_Santandrea,38985.75 366055.86,202520.8
Marcelle_Coletti,40453.55,40453.55
Danya_Bateman,41652.86,41652.86
Jwaundace_Candece,43025.18,43025.18
Greg_Tresan,49459.0,49459.0
Remington_Steele,57874.42,57874.42
Scott_Loeser,78448.23,78448.23
Damita_Jane_Howard,117842.35 18441897.6,9279869.98
Paul_Rhys,1454446.04,1454446.04
Estelle_Skornik,1726351.79,1726351.79
Nicholas_McGaughey,1745676.68,1745676.68
Annabelle_Apsion,2200630.96 9112215.89,5656423.43
Joanna_Page,2425233.96,2425233.96
Samantha_Spiro,2872258.89,2872258.89
John_Owens,3531016.72,3531016.72
Danny_Midwinter,4295977.83,4295977.83
David_Schofield,4931862.44 25032410.11 1653322.88 5740.26,7905833.92
Peter_Eyre,5269018.07,5269018.07
Rupert_Farley,5353260.28,5353260.28
Cliff_Parisi,14616979.76,14616979.76
Brian_McCardie,45560.93 15465722.66,7755641.79
Emun_Elliott,50642.37 7190047.47,3620344.92
Shauna_Macdonald,83048.76,83048.76
Kate_Dickie,84028.43 3837840.98,1960934.71
Iain_De_Caestecker,113298.74 257.17 4825019.25,1646191.72
Joy_McAvoy,146955.89,146955.89
Bobby_Rainsbury,158731.66,158731.66
Therese_Bradley,172484.72,172484.72
Tracy-Ann_Oberman,215122.42 27331.61,121227.02
Jake_Wilson,272833.91,272833.91
Luke_MacDonald,357989.43,357989.43
David_Soul,370750.25 561191.0 801115.84,577685.7
Natasha_O'Keeffe,372327.06,372327.06
Chidi_Chickwe,377008.86,377008.86
Sanjeev_Kohli,389354.74,389354.74
Neil_D'Souza,414316.7,414316.7
Trudie_Styler,539264.64 1907769.62,1223517.13
Megan_Finn,545858.53,545858.53
Franziska_Altmeyer,557954.31,557954.31
Zack_Eisaku_Niizato,568436.61,568436.61
Pollyanna_McIntosh,602223.4,602223.4
Robin_Laing,634227.23,634227.23
Jonathan_Watson,1025672.4,1025672.4
Adrian_Pang,10820.96,10820.96
Medaline_Tan,25814.34,25814.34
Pierre_Png,42141.38,42141.38
Anna_Belle_Francis,114575.15,114575.15
Caleb_Goh,376648.16,376648.16
Josh_Holloway,23122.33 23638879.23,11831000.78
Mark_Schlegel,43488.63,43488.63
Ned_Yousef,44917.0,44917.0
Nick_Chacon,68702.84,68702.84
B.J._Winfrey,96041.98,96041.98
Kendrick_Cross,108220.37,108220.37
Hakim_Callender,116147.89,116147.89
Morgan_Alexandria,141540.26,141540.26
Jermaine_Holt,153437.78,153437.78
Neko_Parham,177020.82,177020.82
DeWayne_Calhoun,179945.48,179945.48
Maia_Moss-Fife,186302.38,186302.38
Parisa_Johnston,190842.58,190842.58
Alan_Gilmer,194309.08,194309.08
Emily_B._Torres,202156.14,202156.14
Patrick_Johnson,222087.88 1572537.7,897312.79
Jose_L._Vasquez,231815.91,231815.91
Adrian_F._Gonzalez,263358.88,263358.88
Jared_Woods,353591.86,353591.86
Antony_Matos,359224.19,359224.19
Laurence_Chavez,361061.32 9331989.54,4846525.43
Travis_Lee_Young,385013.4,385013.4
Terry_Gragg,390679.55,390679.55
Paul_Anthony_Barreras,397245.83,397245.83
Amy_Parrish,428007.96 1267865.85,847936.91
Andrew_Comrie-Picard,535983.49,535983.49
Andrew_Fincher,543375.61,543375.61
Mario_Ramirez_Reyes,574688.54,574688.54
Michelle_Alvarado_Martins,626596.04,626596.04
Melissa_Martinez,675448.29,675448.29
Sabrina_LeBrun,836742.73,836742.73
Luis_Moncada,883766.86 5413338.54,3148552.7
Chris_Trouble_Delfosse,1156933.66,1156933.66
Carlos_Ayala,1499783.7,1499783.7
Daniel_Moncada,1884425.32,1884425.32
Ken_Hudson_Campbell,953168.24,953168.24
Les_Podewell,1192222.97,1192222.97
Tom_Milanovich,1460858.79,1460858.79
Lee_R._Sellars,1663981.63,1663981.63
C.O._Erickson,2361103.89,2361103.89
Sandy_Maschmeyer,2724453.92,2724453.92
Hynden_Walch,2985619.05 17847.43 977067.0,1326844.49
Barbara_Ann_Grimes,3413559.99,3413559.99
Brenda_Pickleman,4001992.56,4001992.56
Eric_Saiet,5025517.66 3257418.82,4141468.24
Tony_DeGuide,5734081.58,5734081.58
Robert_Minkoff,7954308.99,7954308.99
Reni_Santoni,11842172.11 11760.54 565922.45,4139951.7
Jean_Heywood,1883933.25,1883933.25
Jamie_Draven,1898671.49,1898671.49
Stephen_Mangan,3079493.18,3079493.18
Stuart_Wells,3639564.83,3639564.83
Tracey_Wilkinson,3717152.09,3717152.09
Nicola_Blackwell,7298664.67,7298664.67
Janine_Birkett,7755881.34,7755881.34
Joe_Renton,8894410.7,8894410.7
Colin_MacLachlan,10246668.4,10246668.4
Trevor_Fox,10728489.93,10728489.93
Charlie_Hardwick,18335244.04,18335244.04
Barbara_Leigh-Hunt,18387769.54,18387769.54
Jean-Claude_Donda,156764.21,156764.21
Eilidh_Rankin,5445666.79,5445666.79
Lars_Eidinger,4125.4 112308.81,58217.1
Anders_Danielsen_Lie,4697.81,4697.81
Sigrid_Bouaziz,5602.95,5602.95
Hammou_Graïa,11617.44,11617.44
Benjamin_Biolay,12594.08,12594.08
Audrey_Bonnet,14784.68,14784.68
Aurélia_Petit,15397.05,15397.05
Pamela_Betsy_Cooper,22524.71,22524.71
Benoït_Peverelli,25120.65 300626.91,162873.78
Ty_Olwin,27613.29,27613.29
Pascal_Rambert,30109.79,30109.79
Dan_Belhassen,31203.56,31203.56
Leo_Haidar,31858.35,31858.35
Abigail_Millar,47167.82,47167.82
Khaled_Rawahi,53126.0,53126.0
David_Bowles,67325.27,67325.27
Christina_Konstantinidis,75579.54,75579.54
Charles_Gillibert,76745.72,76745.72
Olivia_Ross,101482.56,101482.56
Thibault_Lacroix,116862.79,116862.79
Calypso_Valois,140578.33,140578.33
Yun_Lai,149225.78,149225.78
Fabrice_Reeves,229920.51,229920.51
Darlene_Cates,57167.12,57167.12
Laura_Harrington,65799.88,65799.88
Mary_Kate_Schellhardt,73727.17 4923573.71,2498650.44
Robert_B._Hedges,144069.95,144069.95
Cameron_Finley,157158.76,157158.76
Mona_Lee_Fultz,220384.21 903261.91,561823.06
Penelope_Branning,342072.43,342072.43
Kay_Bower,356540.24,356540.24
Tim_Simek,360526.1,360526.1
Joe_Stevens,401853.95 536.93,201195.44
Tim_Green,402066.87,402066.87
Susan_Loughran,732950.89 1695.07,367322.98
Mark_Jordan,1108897.62,1108897.62
Nicholas_Stojanovich,1184915.86,1184915.86
Daniel_Gullahorn,1310782.15,1310782.15
Brian_Dowling,13143.71,13143.71
Frank_Champi,18222.17,18222.17
Vic_Gatto,19455.39,19455.39
J.P._Goldsmith,21123.25,21123.25
Mike_Bouscaren,27305.2,27305.2
Pat_Conway,48791.79,48791.79
Bruce_Weinstein,50557.84,50557.84
Fritz_Reed,59723.07,59723.07
Stephen_Baldwin,2818.33 184584.55,93701.44
Neill_Barry,6835.72,6835.72
Ivo_Lopez,7147.02,7147.02
Josi_K._Waksman,32726.64,32726.64
Nicholas_Ballas,1892.0,1892.0
Julie_Gawkowski,3036.3,3036.3
Luce_Rains,3798.06 1122194.7 1677.08,375889.95
Gurudarshan,6339.58,6339.58
Callie_Anne_Morgan,6734.24,6734.24
Jo_Ann_Soto,6781.82,6781.82
Adriana_Cordova,10033.55,10033.55
Portia_Dawson,15153.91 157531.49,86342.7
Cherilyn_Hayres,17892.53,17892.53
Brian_Keith_Gamble,19140.81,19140.81
John_Burton_Jr.,23056.12,23056.12
Anthony_Jordan_Atler,23440.85,23440.85
Dave_Colon,24496.29,24496.29
Dave_Mallow,24999.79,24999.79
Clark_Sanchez,32180.27,32180.27
Tavia_Schwartz,41494.56,41494.56
Yaphet_Kotto,11911940.42,11911940.42
Bolaji_Badejo,12102606.05,12102606.05
Helen_Horton,18704970.07,18704970.07
Tippi_Hedren,47768.12 266.62,24017.37
Rod_Taylor,71227.02,71227.02
Suzanne_Pleshette,108579.02,108579.02
Ethel_Griffies,332754.95,332754.95
Ruth_McDevitt,681675.67,681675.67
Joe_Mantell,833316.71,833316.71
Elizabeth_Wilson,928890.63 545321.45,737106.04
Richard_Deacon,933301.94,933301.94
Doodles_Weaver,2206446.76,2206446.76
Lindsay_Wagner,752553.18,752553.18
Persis_Khambatta,851737.51,851737.51
Hilary_Thompson,1716971.51,1716971.51
Walter_Mathews,3178870.41,3178870.41
E._Brian_Dean,4393607.44,4393607.44
Agata_Trzebuchowska,35424.8,35424.8
Agata_Kulesza,307052.82,307052.82
Dawid_Ogrodnik,430037.02,430037.02
Adam_Szyszkowski,713621.88,713621.88
Jerzy_Trela,942453.16,942453.16
Artur_Janusiak,1385287.08,1385287.08
Dorota_Kuduk,2687559.88,2687559.88
Halina_Skoczyńska,3392459.43,3392459.43
Natalia_Lagiewczyk,4746801.66,4746801.66
Stephen_Gevedon,326357.46,326357.46
Michelle_Hurst,1450587.05 206283.17,828435.11
Lars_Rudolph,632.69 851286.94,425959.81
Peter_Fitz,3700.05,3700.05
Alfréd_Járai,6240.25,6240.25
Gyula_Pauer,10965.35,10965.35
Clare_Foley,319928.61 378558.32,349243.46
David_W._Thompson,353598.33,353598.33
Marcia_Haufrecht,354427.49,354427.49
Penelope_Kindred,416337.4,416337.4
Sophie_Kindred,493164.75,493164.75
Tim_Ransom,599030.05,599030.05
Darren_Goldstein,713128.45,713128.45
Edmund_Ikeda,1011545.83,1011545.83
Joseph_Tiboni,1321240.75,1321240.75
Pam_Levine,1348239.04,1348239.04
Dariusz_M._Uczkowski,1357368.44,1357368.44
Mădălina_Diana_Ghenea,14255.84 35242.71,24749.28
Luna_Mijovic,14307.94,14307.94
Chloe_Pirrie,17724.76,17724.76
Tom_Lipinski,24809.77 486493.55,255651.66
Poppy_Corby-Tuech,25205.65,25205.65
Veronika_Dash,26863.57,26863.57
Roly_Serrano,32443.86,32443.86
Ed_Stoppard,34084.28 1134600.75,584342.52
Mark_Kozelek,36063.38,36063.38
Robert_Seethaler,36796.33,36796.33
Alex_Beckett,46781.67,46781.67
Nate_Dern,47486.48,47486.48
Mark_Gessner,52919.05,52919.05
Paloma_Faith,56606.39,56606.39
Sonia_Gessner,57986.34,57986.34
Rebecca_Calder,73397.8,73397.8
Loredana_Cannata,73707.62,73707.62
Heidi_Maria_Glössner,85919.48,85919.48
Helmut_Förnbacher,90128.16,90128.16
Sumi_Jo,90325.35,90325.35
Josie_Taylor,90538.51,90538.51
Elizabeth_Kinnear,109548.28,109548.28
Jasmin_Barbara_Mairhofer,133354.82,133354.82
Tatiana_Luter,154229.88,154229.88
Anna_Marie_Cseh,186741.68,186741.68
Ian_Keir_Attard,218050.45,218050.45
Barkhad_Abdi,7461443.45 1769478.85 142382.84,3124435.05
Faysal__Ahmed,7945347.58,7945347.58
Barkhad_Abdirahman,8023624.02,8023624.02
Mahat_M._Ali,8470753.53,8470753.53
San_Shella,10295175.73,10295175.73
Amr_El-Bayoumi,11306324.43,11306324.43
Azeez_Mohammed,11332474.28,11332474.28
Tye_Sheridan,1862.43 1828911.86,915387.15
Andrea_Roth,2152.91,2152.91
J._Larose,3563.82,3563.82
Jennifer_Pierce_Mathus,3652.61,3652.61
Denise_Williamson,4003.17,4003.17
Natalie_Precht,4884.24,4884.24
Madison_McGuire,5332.61,5332.61
Addy_Miller,5448.88,5448.88
Laura_Cayouette,6178.06 3261384.33 2354965.07,1874175.82
Lori_Z._Cordova,10407.01,10407.01
John_F._Daniel,16522.26,16522.26
Steve_Shearer,26801.76,26801.76
Dan_Hewitt_Owens,30622.93,30622.93
Gillian_Flynn,37094.23,37094.23
Vera_Miles,187581.04,187581.04
Claudia_Bryar,299105.19,299105.19
Ben_Hartigan,405684.56,405684.56
Tim_Maier,650175.74,650175.74
Jill_Carroll,699833.07,699833.07
Chris_Hendrie,1481692.93,1481692.93
Sheila_K._Adams,1948723.55,1948723.55
Bob_Hilgenberg,2679654.33,2679654.33
George_Dickerson,3017415.3,3017415.3
Thaddeus_Smith,5371956.21,5371956.21
Victoria_Brown,6935932.79,6935932.79
Robert_Traynor,7498476.45,7498476.45
Annika_Hallin,1243676.11,1243676.11
Per_Oscarsson,1697571.57,1697571.57
Sofia_Ledarp,1710319.44,1710319.44
Micke_Spreitz,2247907.34,2247907.34
Georgi_Staykov,2903938.97,2903938.97
Paolo_Roberto,4729297.65,4729297.65
Yasmine_Garbi,4907433.76,4907433.76
Tanja_Lorentzon,6184557.28,6184557.28
Magnus_Krepper,7131025.56,7131025.56
Ralph_Carlsson,7202756.61,7202756.61
Hans-Christian_Thulin,7408866.11,7408866.11
Michalis_Koutsogiannakis,8038377.07,8038377.07
Sunil_Munshi,8913097.6,8913097.6
Jerry_Springer,77010.54,77010.54
William_McNamara,396585.44 1502746.91 3807.22,634379.86
Ashley_Holbrook,940483.9,940483.9
Tangie_Ambrose,1249130.7 536643.92 1174693.72,986822.78
Nicki_Micheaux,1833966.33 728201.31,1281083.82
Rebecca_Broussard,2371613.58,2371613.58
Sarah_Ann_Morris,6625199.88,6625199.88
Joeanna_Sayler,12414548.1,12414548.1
Erin_Fisher,221.86,221.86
Cris_Lankenau,358.37,358.37
Sarah_Hellman,474.88,474.88
Tucker_Stone,661.22,661.22
Keegan_DeWitt,775.66,775.66
Karrie_Crouse,1021.22,1021.22
Liz_Bender,1377.74,1377.74
Daryl_Nuhn,1384.29,1384.29
Michael_Tully,3400.63,3400.63
C._Mason_Wells,5166.76,5166.76
Walter_Huston,7280.5,7280.5
Tim_Holt,13499.73 2483.55,7991.64
Barton_MacLane,43702.39,43702.39
Alfonso_Bedoya,63310.3,63310.3
Arturo_Soto_Rangel,66714.74,66714.74
Manuel_Dondé,104702.6,104702.6
José_Torvay,105668.54,105668.54
Robert_Blake,111449.03 589419.77,350434.4
Jack_Holt,130786.26 508931.08,319858.67
Ann_Sheridan,134971.84,134971.84
Jay_Silverheels,156868.42,156868.42
Guillermo_Calles,164998.4,164998.4
Roberto_Cañedo,192246.14,192246.14
Jacqueline_Dalya,225611.12,225611.12
Ralph_Dunn,296014.91 25520.44,160767.67
Pat_Flaherty,341629.54 174714.8,258172.17
Harvey_Jason,1444220.39,1444220.39
Natta_Nantatanti,1704407.64,1704407.64
Purin_Panichpan,2118251.21,2118251.21
Yani_Tramod,2246818.77,2246818.77
Sinjai_Plengpanit,6599561.82,6599561.82
Jeannie_Berlin,509.81,509.81
Sarah_Steele,1281.47 79746.45,40513.96
Kenneth_Lonergan,2783.24,2783.24
Hina_Abdullah,3531.08,3531.08
Enid_Graham,4130.86,4130.86
Brittany_Underwood,4467.61,4467.61
Kåre_Hedebrant,79119.2,79119.2
Lina_Leandersson,137888.69,137888.69
Per_Ragnar,267257.59,267257.59
Henrik_Dahl,283347.32,283347.32
Karin_Bergquist,319006.23,319006.23
Peter_Carlberg,328412.86,328412.86
Ika_Nord,342838.31,342838.31
Mikael_Rahm,463126.72,463126.72
Karl-Robert_Lindgren,594436.54,594436.54
Anders_T._Peedu,662318.49,662318.49
Pale_Olofsson,1030891.98,1030891.98
Cayetano_Ruiz,1032797.26,1032797.26
Patrik_Rydmark,1446729.1,1446729.1
Johan_Sömnes,1886735.06,1886735.06
Mikael_Erhardsson,1910895.66,1910895.66
Yvonne_Bezerra_de_Mello,8197.02,8197.02
Sandro_do_Nascimento,50399.7,50399.7
Rodrigo_Pimentel,78161.64,78161.64
Luiz_Eduardo_Soares,80442.64,80442.64
Vivienne_Sendaydiego,8251941.62,8251941.62
Patrick_Michael_Buckley,22702052.77,22702052.77
Ana_Cristina_Oliveira,30529679.62,30529679.62
Christa_Théret,21324.16,21324.16
Vincent_Rottiers,22019.22 5255.47,13637.35
Thomas_Doret,30567.76,30567.76
Romane_Bohringer,32772.03,32772.03
Carlo_Brandt,35001.69,35001.69
Solène_Rigot,43122.29,43122.29
Anne-Lise_Heimburger,51309.18,51309.18
Hélène_Babu,60250.32,60250.32
Stuart_Seide,62604.08,62604.08
Sylviane_Goudal,68372.34,68372.34
Michèle_Gleizer,90091.2 10314594.9,5202343.05
Cecile_Rittweger,92628.52,92628.52
Laurent_Poitrenaux,98131.34,98131.34
Paul_Spera,103531.85,103531.85
Emmanuelle_Lepoutre,129861.91,129861.91
Alice_Barnole,133896.99,133896.99
Jean_Adrien_Espiasse,141885.7,141885.7
Jean-Marc_Bellu,157498.98,157498.98
Marion_Lecrivain,242419.45,242419.45
Hervé_Briaux,251078.6,251078.6
Marie_Gili-Pierre,292152.3,292152.3
Kristanna_Loken,8279694.33 6315.86,4143005.1
Mark_Famiglietti,13289418.08,13289418.08
Chopper_Bernet,19658205.36,19658205.36
Christopher_Lawford,34308172.2 8441408.03,21374790.12
Alana_Curry,65863879.17,65863879.17
Robert_Alonzo,87084478.37,87084478.37
Susan_Merson,89025370.63 40418.03 20507813.58,36524534.08
Joel_Grey,869178.51 253432.01,561305.26
J._A._Preston,1707086.31,1707086.31
Kate_Mulgrew,6727616.64 187511.6,3457564.12
Xu_Jiao,1116728.28 1306305.3,1211516.79
张雨绮,1540356.54,1540356.54
Lee_Sheung-Ching,2853002.3,2853002.3
Huang_Lei,3096076.78,3096076.78
Yao_Wen-Xue,5132738.2,5132738.2
Steven_Fung_Min-Hang,7500264.41,7500264.41
Han_Yong-Hua,8792313.35,8792313.35
Lei_Yu,15182812.87,15182812.87
Tomás_Milián,2366263.92 6670573.52,4518418.72
Erika_Christensen,3604921.08,3604921.08
Joel_Torres,4755882.8,4755882.8
Jessica_Yoshimura,8340497.33,8340497.33
Ice-T,259.59,259.59
Afrika_Bambaataa,1575.17,1575.17
Grandmaster_Caz,2680.81,2680.81
Bun_B,3458.11,3458.11
Busy_Bee,3827.13,3827.13
Kool_Boy,4609.23,4609.23
